id,name,final_specific_general_term
48878,Biological yogurt,review needed
48341,Eye Tracer - Infallible,review needed
48620,Bleach,review needed
48623,Toothbrush - twister - see varieties in store,review needed
47526,Mascara,review needed
48839,Yogurt - Classical,review needed
48885,Yellow Zucchini - Mexico,review needed
48877,Layers,review needed
48395,Antiperspirant,medicine
48875,Chocolate treatments - Hershey's - View Varieties in-store,review needed
48871,Frozen Tour - Duo Package,review needed
48870,spinach babies,review needed
48868,User protector U - * Bonus 35 points M to the purchase of 2,review needed
48865,Frozen Burgers - Gluten Free - See Varieties In-store,review needed
48347,Frozen meal - O 'Sole Mio,review needed
48348,Ice Sweets - Drumstick - View Varieties in-store,review needed
48350,Smoothie - Iögo - View varieties in store <,review needed
48357,Apple Compote - Free,review needed
48361,Licorice,licorice
48366,sports drink,review needed
48368,Rice - Converted,review needed
48370,pineapple,review needed
48375,Garniture for ice cream and dessert - President's choice - See Varieties in-store,review needed
48377,Frozen Pizza - Traditional - Save $ 2,review needed
48379,Evaporated Milk - Carnation,review needed
48383,Pork Back Côtes - Underjash Pack,review needed
48385,Disinfecting wipes,review needed
48390,"Big White Eggs, Grade A - Saturday 8 and Sunday, December 9th, only - Limit of 2 - $ 2.49 The rest of the week or by article out of bound",review needed
48393,Black Forest Smoked Ham Without Nitrite Sliced,review needed
48297,"White eggs, big caliber",review needed
48299,Delicatessen - See Varieties In stock,review needed
48301,Ice Sweets - Drumstick,review needed
48450,Bars - Squares with Rice Krispies,review needed
48448,Ice Cream With Vanilla,review needed
48442,Frozen breaded chicken nuggets - pub recipe,review needed
48441,Frozen Breaded Chicken Chest Fries - Pub Style,review needed
48440,pretzels,review needed
48523,mozzarella cheese,review needed
48525,Instant Rice - See Varieties In Store,review needed
48304,Whipped cream cheese - Philadelphia,review needed
48526,Frozen Pizza - Giuseppe - View Varieties in store,review needed
48615,Extra Beer - Buy 2 Caisses and IGA will pay the equivalent of 2 taxes,review needed
48604,Crunchy peanut butter,review needed
48600,Peanut Butter - Creamy and Lightweight,review needed
48599,Fresh duck breast - BROME Lake - Buy 2 and get free 1 cabinet of duck confit ducks Lake Brome (200 g).Value of $ 8.99,review needed
48595,"chopped beef, skinny",review needed
48453,Partially skimmed milk 2% - Purfiltre - * Bonus 20 points m,review needed
48454,Wiper - Limit of 4 - $ 6.99 per additional item,review needed
48455,SURE CREAM - 50% OFF,review needed
48456,Canned legumes,review needed
48464,Pellets - see varieties in store,review needed
48468,Water flavoring,review needed
48472,Sliced charcuterie duo - See in store varieties,review needed
48476,Organic Rice Drink - Natur-A,review needed
48423,Biological mature - United States - 50% discount,review needed
48480,quinoa,review needed
48487,quinoa,review needed
48488,Provolone cheese,review needed
48491,Nutritional Supplement - Pediasure,review needed
48493,Cheese - Mozzarella - Saturday 13 and Sunday 14 October only - Limit of 4 - $ 2.99 The rest of the week or by item outside the limit,review needed
48594,Instant Coffee - Taste's Choice - * Bonus 20 Points M,review needed
48593,Hazelnut spreads and chocolate - * Bonus 20 points M,review needed
48591,Eye Tracer - Infallible,review needed
48538,Beer - Mexico Beers - * Bonus 50 Points M,review needed
48309,Maple syrup - see varieties in store,review needed
48310,Red Peppers of Field - Quebec,review needed
48318,Collagen - Original Formula,review needed
48320,"Refrigerated orange juice, without orange pulps",review needed
48321,Cheese bar - Unnamed - limit of 4 - $ 5.49 per additional item,review needed
48323,Margarine,review needed
48287,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m,review needed
48622,tomatoes,review needed
48417,Ground Coffee - See Varieties in Store,review needed
48527,Organic blueberries,review needed
48532,Yogurt,review needed
48537,Syrup for chocolate milk - Nesquik,review needed
48551,Cream 35% - Ultra'creme,review needed
48590,Frozen duck - Category Utility,review needed
48553,Frozen Pizza - President's Choice - See Varieties In-store,review needed
48554,Biological Lemons - United States,review needed
48559,"Fresh Atlantic salmon fillet, no edges",review needed
48560,Chicken breast fries and popcorn,review needed
48562,Chocolate,review needed
48568,Frozen breaded fish fingers,review needed
48572,Asparagus - du Québec - Canada No 1,review needed
48574,nectarines,review needed
48577,Underprint - Saturday 7th and Sunday 8 July only - Limit of 4 - $ 3.49 per item out of bounds,review needed
48579,Scented candle - Life Scents,review needed
48580,Green Zucchini - Quebec - * Bonus 10 Points M,review needed
48585,Syrup,review needed
48586,sports drink,review needed
48587,Frozen breast breast croquettes - premium - Buy 2 and get the third third,review needed
48862,Frozen Pizza - Ristorante - Saturday 27 and Sunday 28 October alone - Limit of 4,review needed
48857,Fresh turkey chest boneless,review needed
48508,Frozen Fish Burgers - See Varieties In Store,review needed
48777,Chips - Poppables - View varieties in store,review needed
48722,Organic food for baby,review needed
48724,Refrigerated dessert,review needed
48785,Revitalizing - Naked Herbal Essences,review needed
48784,Sorbet - Chapman's,review needed
48783,Chips - Lay's - Limit of 4 - $ 3.29 per additional item,review needed
48781,Iceberg lettuce - the United States and / or Mexico - Category # 1 - returns to $ 1.22 / unit,review needed
48776,Frozen fruit - President's choice - See in-store variety,review needed
48756,Soup - Gastronomy of the day,review needed
48775,Coffee in K-Cup buckets - McCafe,review needed
48769,Rice,review needed
48767,Refrigerated fruit juice - see varieties in store,review needed
48765,Beer - Buy 2 Caisses and get a $ 15 reduction on your other groceries,review needed
48762,Organic grapes,review needed
48761,Biological Greek Yogurt - Oikos - View Varieties in-store,review needed
48721,Ice Dessert - Classic - See Varieties In Store,review needed
48720,Batteries - Saturday 14 and Sunday December 15th only!- limit of 4 - $ 14.79 the rest of the week or by article out of bounds,review needed
48628,Soft apple juice - Allen's,review needed
48634,Ice Cream With Vanilla,review needed
48635,Capillary Color - Belle-Color,review needed
48637,Sausages - Simply Good,review needed
48645,CRETONS - Pack of 2 boxes,review needed
48646,Rouge delicious apples - from the United States,review needed
48647,Ice cream,review needed
48655,Instant Coffee - Rich - Limit of 4 - $ 5.99 per additional item,review needed
48665,Biological Hass Lawyer - Mexico,review needed
48666,Mined with ham,review needed
48667,Vegetable Pill - vegetation - See Varieties In Store,review needed
48672,Tissue Papers - Pack of 6 Boxes,tissue paper
48790,Frozen fruit - President's choice - See in-store variety,review needed
48757,Antiperspirants - see varieties in store,medicine
48753,Cretons grandmother - lower price of the year,review needed
47804,"Cereal - Buy 1 and get 1 GENERAL GENERAL MILLS LUCKY FRUITY CHARMS Box (340 g), Trix (303 g).Value of $ 3.99",review needed
47820,Fresh chicken pâté,review needed
47815,CRETONS - Pack of 2 boxes,review needed
47813,Jelly - see varieties in store,review needed
47809,K-Cup coffee buckets - President's choice,review needed
47806,Biological Hass Lawyer - Mexico,review needed
47805,Ice Cream - See Varieties In Store,review needed
47803,Crunchy bars - Special K,review needed
48750,Frozen thin crust pizza - Ristorante - See in store varieties,review needed
47802,Frozen Meal - Steamers - View Varieties In-store,review needed
47795,Peanut Butter - Whipped,review needed
47792,Toothbrush - twister - see varieties in store,review needed
47790,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
47788,Tomatoes - Accents - See varieties in store,review needed
47787,Ice Cream With Vanilla,review needed
47784,Craquins - Originals,review needed
48236,Fruit Flavor Snack - See Varieties In Store,review needed
48238,Homogenized milk 3.25% - Purfiltr,review needed
48239,fresh pasta stuffed,review needed
48725,Crapaudine chicken - Packled vacuum - View varieties in store,review needed
48726,Chocolate and Hazelnut Spread - President's Choice,review needed
48728,"Capillary Products - Studio Line - Saturday, November 10th only - Limit of 4 - $ 7.99 The rest of the week or by article out of bounds",review needed
48731,Lozenges,review needed
48732,Beans - Unnamed,review needed
48733,Red or White Wine - $ 6 Discount on Viniers 3-4 L - See Varieties in-store,review needed
48736,Donuts - Annette's,review needed
48739,tomato juice,review needed
48744,Frozen chicken bits,review needed
48745,Coffee in K-Cup buckets - Max Boost - * Bonus 50 Points M,review needed
48746,Pizza lift-au oven frozen,review needed
48747,Baby baby toiletries,review needed
48674,Frozen vegetables - President's choice,review needed
48676,Smoked sausages coated with frozen dough - $ 3 savings,review needed
48974,Skin care products - see varieties in store,review needed
48888,Frozen Pizza - Giuseppe,review needed
48894,Cherry or mixed greenhouse tomatoes - from Canada and / or the United States and / or Mexico,review needed
48898,Ice Dessert - Classic - See Varieties In Store,review needed
48900,Refrigerated dessert,review needed
48988,Mix of lettuce - from the United States - see varieties in store,review needed
48978,"Chocolate - Lindor - Saturday, January 26th Only - Limit of 4 - $ 2.99 The rest of the week or by item outside limits",review needed
48967,Pizza lift-au oven frozen,review needed
48682,Frozen vegetables - see varieties in store,review needed
48965,Fixative,review needed
48961,Fruit Flavor Snack - Fruits - View Varieties In-store,review needed
48960,sports drink,review needed
48957,Frozen Frozen Frozen Fries - McCain,review needed
48953,Smoke chicken sausages,review needed
48946,blue cheese,review needed
48802,Jam - Smucker's - View Varieties in-store,jam
48805,couscous,review needed
48806,Drink for Sports - See Varieties In Store,review needed
48808,Liquid soap for hands,review needed
48819,Granola Bars,review needed
48822,Cheese sticks - Ficello without lactose,review needed
48823,Cashew nut,review needed
48825,Fresh chicken - * Bonus 15 points M,review needed
48826,Tartier Cream Cheese - Kiri,review needed
48829,Erasless Cheese - Unnamed - Lowest price of the year,review needed
48834,"Peanut butter - crunchy - Saturday 6th and Sunday, July 7th only!- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.",review needed
48798,Chocolate treatments - Hershey's - View Varieties in-store,review needed
48835,"White eggs Omega-3, Gros - irresistible caliber, Wellness",review needed
48845,zucchini zucchini,review needed
48944,Lemons,review needed
48942,Ice Cream With Vanilla,review needed
48941,Peanut Butter - All Natural,review needed
48800,Crunchy bars - Special K,review needed
48685,Acetaminophen - Regular 325 mg,medicine
48687,tomato coulis,review needed
48695,Dishwasher Detergent - See Varieties In Store,review needed
48697,Cereal - Special K,review needed
48702,"Toothpaste - Sensitive Pro-Relief - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 3.99 The rest of the week or by item outside limit",review needed
48705,Pasta - Ready Pasta - See in store varieties,review needed
48707,Cranberry Juice - Nutrisource,review needed
48708,"Refrigerated orange juice, with pulps - View varieties in store - Limit of 4 - $ 3.99 per additional item",review needed
48715,Gruau - Fast,review needed
48716,Craquins - Goldfish,review needed
48675,Antisodorific or deodorant,review needed
48626,groats,review needed
48795,Bifteck Top of Swirl - Sterling Silver,review needed
48903,"Red peppers, yellows, oranges or green - from Quebec",review needed
48940,Refrigerated dessert,review needed
48907,Ice Cream With Vanilla,review needed
48910,Capillary Products - OGX - View Varieties in-store,review needed
48914,"Beef, roasted, high swirl",review needed
48915,Cranberry Infused Water - PACT - See Varieties In stock,review needed
48916,Cuvette cleaner,review needed
48922,100% Canadian liquid honey,review needed
48925,Sliced Charcuterie - Natural Selections - See Varieties In Store,review needed
48927,Côte de Choice Roast Paré - from Beef Canada AA or a higher category or USDA Select - save at least $ 7.30 / lb,review needed
48931,Cereal - Alpha-Bits - 50% discount,review needed
48933,Black Forest Smoked Ham Without Nitrite Sliced,review needed
48935,Peanut Butter - Creamy,review needed
48938,"Layers - Buy 1 and get free 1 pampers wet wipe box (72 one.), Worth $ 3.99",review needed
48939,red onions,review needed
48499,Cats Food - Friskies - View Varieties in-store,review needed
48513,Refrigerated non-dairy drink - see varieties in store,review needed
39888,Black Forest Smoked Ham Without Nitrite Sliced,review needed
39911,Ice Cream With Vanilla,review needed
39910,Cat Food - Friskies,review needed
39898,Yogurt - Tubes,review needed
39891,Frozen thin crust pizza - rustico,review needed
39889,Frozen waffles - EGGO,review needed
39886,Cooked rice,review needed
39969,Panini breads - * cooked in store,review needed
39883,nectarines,review needed
39879,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",review needed
39877,Litchis - Imported,review needed
39876,Crimson Red Pears - Argentina - Extra Fantasy Category,review needed
39871,"Fresh chicken breast boneless, skinless, trimmed",review needed
39868,Cats Food - Cat Chow - Save $ 1.50,review needed
40052,Red Potatoes - From Quebec,potatoes
39921,spinach babies,review needed
39924,spinach babies,review needed
39928,Ice Cream With Vanilla,review needed
39929,Fruit juice,review needed
39937,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
39942,Turkey - Natural Selections,review needed
39947,Red Potatoes - From Quebec - Canada No 1,potatoes
39953,Jam,jam
39954,Chopped ham,review needed
39956,Creamy and light peanut butter,review needed
39958,Salad - * Bonus 25 points M for purchase of 2,review needed
39962,Refrigerated dessert,review needed
39964,Crackers - good grains,review needed
39966,Apple Compote - Free,review needed
39967,Tissue Paper - Pack of 6 Boxes,tissue paper
39922,cauliflower,review needed
39968,Apples Empire - Quebec - Canada of Fantasy,review needed
39971,Chocolate,review needed
40481,Fruit Drink - See Varieties In Store,review needed
39980,Hygienic buffers - Pearl,review needed
39991,Gruau - One Minute,review needed
39990,Layers - Baby Dry,review needed
39986,Fruity sparkling water - Pure Life,review needed
39982,Ice Sweets - Drumstick - View Varieties in-store,review needed
39981,Vegetable Cocktail - Garden Cocktail,review needed
39979,"Sausages coated with dough, frozen - Rolldog - save $ 3",review needed
39972,Dog Tapers - Denta Stix,review needed
39978,Yogurt - 100% Natural,review needed
39977,Ice Cream - Real Cream - See Varieties In Store,review needed
39975,Dark roasting coffee,review needed
40254,instant coffee,review needed
40255,Coffee Beverage - See Varieties In Store,review needed
39993,Croissants Nature or whole wheat,review needed
40001,Refrigerated raspberry lemonade,review needed
40002,Dry atomizer - Dry,review needed
40004,Cheese - waterfowl,review needed
40009,Refrigerated apple juice,review needed
40013,Almond Butter - NUTS TO YOU - View Varieties in-store,review needed
40023,"Frozen chicken breast strips - from Thursday, 22 to Sunday, November 25th, only - the rest of the week $ 6.99",review needed
40025,Vegetable potato chips - See varieties in store,review needed
40027,Eye Shadows - Photoreready,review needed
40028,Tortillas - Unnamed,review needed
40031,Chocolates - Ferrero Collection,review needed
40042,Frozen or thawed tuna darne,review needed
40043,Freezing bags - pack of 3 boxes,review needed
40047,Grain Coffee - St-Denis Burn,review needed
40604,couscous,review needed
40054,Ice Cream With Vanilla,review needed
40120,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",review needed
40055,Fruit Juice - See Varieties in-store,review needed
40112,Peanut Butter - See Varieties In Store,review needed
40110,Rice jasmine,review needed
40105,Refrigerated fruit juice - see varieties in store,review needed
40091,Pasta - Ziggy's - See Varieties in Store,review needed
40174,Asian mix salad - Quebec,review needed
40079,Chocolate,review needed
40078,Hygienic paper - * Bonus 25 points m,review needed
40075,"Gas Drink - 7-Up, 7-Up Diet - See Varieties In Store",review needed
40068,Underprint - Saturday 7th and Sunday 8 July only - Limit of 4 - $ 3.49 per item out of bounds,review needed
40064,Dietal drink,review needed
40131,Black Forest Smoked Ham Without Nitrite Sliced,review needed
40136,Energy Bar - See Varieties In Store,review needed
40141,Cereal - Special K,review needed
40142,Body Cleaner - See Varieties In Store,review needed
40144,Refrigerated sausage dough,review needed
40145,Prosciutto sliced,review needed
40146,vegetable burgers,review needed
40147,Hygienic paper - limit of 4 - $ 7.99 per additional item,review needed
40151,Cereal for Baby - View Varieties in-store - * Bonus 35 Points M for Buying 2,review needed
40154,Toothbrush - twister,review needed
40156,Frozen breaded fish sticks - See in store varieties,review needed
40158,Cereal - Special K,review needed
40162,Tissue Paper - President's Choice - Saturday 23 and Sunday November 24th On Saturday!- limit of 4 - $ 4.99 the rest of the week or by article out of bounds,tissue paper
40164,Bathroom cleaner,review needed
40124,Disinfecting wipes,review needed
39863,Bathroom cleaner,review needed
40605,Sliced charcuterie - see varieties in store,review needed
40062,Soft drink,review needed
40165,Pie - Baked Selection - See Varieties In Store,review needed
40215,Cut Carrots (Cocktail) Organic,review needed
40177,Charcuterie - Natural Selections - See in store varieties,review needed
40178,Frozen gratin - see varieties in store,review needed
40182,Pink Lady Apples - United States - Extra Category of Fantasy,review needed
40185,Peanut Butter - All Natural - Saturday 8th and Sunday 9 December Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,review needed
40186,Capocollo,review needed
40194,Yogurt - Classical,review needed
40196,Marmalade - See Varieties In stock,review needed
40198,Glossard Dessert - Drumstick,review needed
40203,mozzarella cheese,review needed
40208,Yogurt - Classical,review needed
40210,Apple Compote - Free,review needed
40214,Hummus,review needed
40216,Small yellow-flesh potatoes - from Quebec - Canada No 1,review needed
40168,Small Red Potatoes - Quebec - Canada # 1 - Ordinary Price: $ 2.99,potatoes
40225,Tea - President's Choice,review needed
40226,Cheese bar - See varieties in store,review needed
40229,Licorice,licorice
40233,Toothpaste - Maxfresh - Sunday 6th and Monday 7 October only,review needed
40234,Jam,jam
40235,"Beef, Roast, Pointe de Sirlonge",review needed
40236,spinach babies,review needed
40240,Refrigerated non-dairy drink - see varieties in store,review needed
40251,White Eggs Omega-3 Wellness - Gros Caliber,review needed
40252,K-Cup bucket coffee,review needed
40173,Licorice,licorice
40171,Frozen Pizza - Giuseppe,review needed
40256,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
40537,Croissant,review needed
48514,Ice Cream With Vanilla,review needed
40271,Wooden surface cleaner,review needed
40285,Tortilla chips - Unnamed,review needed
40281,Peanut Butter - Creamy Lightweight,review needed
40280,Fluffy bread,review needed
40279,Refrigerated fruit drink,review needed
40278,Sliced Fade Cheese Product - Extra Cheddar,review needed
40277,Bagelwichs - Montreal Style,review needed
40268,Dietal drink,review needed
40421,Hazelnut Chocolate Spread - * Bonus 20 Points M,review needed
40345,English muffins,review needed
40436,nectarines,review needed
40351,Ice Cream With Vanilla,review needed
40427,Mid-sweet chocolate,review needed
40426,Cookies - Maple Leaf,cookies
40289,Preparation for Infants - Good Start,review needed
40297,Spread,review needed
40301,Biological mature - the United States or Mexico,review needed
40303,Chocolate,review needed
40306,Mid-Sweet Chocolate - Baker's,review needed
40310,mango,review needed
40311,Wiper - Green,review needed
40312,Marinade - See Varieties In store,review needed
40313,Refrigerated Beverage - Oasis Morning - See Varieties In Store,review needed
40316,Licorice,licorice
40319,Chocolate - Chocolaterie des Trappist Fathers - See Varieties In store,review needed
40329,White wine,review needed
40330,Bread - From Italiano - See Varieties in-store,review needed
40332,"White eggs, big caliber",review needed
40422,Ice Cream With Vanilla,review needed
40417,"Toothbrush - Extra Clean - Saturday, August 31 only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit",review needed
40536,Sliced charcuterie - see varieties in store,review needed
44461,Probiotic Yogurt - Activia,review needed
40363,"Fresh Atlantic salmon fillet, no edges",review needed
40360,Capillary Color - Preference,review needed
40354,Frozen rock potatoes,review needed
40353,Sliced charcuterie - see varieties in store,review needed
40352,Antiperspirant - White Axis,medicine
44471,Preparation for infants A + 2,review needed
40416,Red Potatoes - From Quebec - Canada No 1,potatoes
44472,Black Forest Smoked Ham Without Nitrite Sliced,review needed
48485,Sliced charcuterie - see varieties in store,review needed
48521,Nail Polish - Insta-Dri,review needed
48520,Preparation for dinner - Hamburger Helper,review needed
48519,Antiperspirants - see varieties in store,medicine
48516,Chocolate Tablets - Lindor - Buy in-2 and get the third third,review needed
40366,"Chips - Saturday 21 and Sunday, December 22 only!- Limit of 4",review needed
40376,Dog Supplements - See Varieties in Store,review needed
40377,Cavalier cabbage - the United States or Mexico,review needed
40385,Fruit Flavor Snack - Fruits - View Varieties In-store,review needed
40386,Toilet paper - Essentials - See in store varieties,review needed
40388,Whipped cream cheese - Philadelphia,review needed
40389,Hygienic buffers - Pearl,review needed
40391,Disinfecting wipes,review needed
40396,Meal kit - see varieties in store,review needed
40397,Cream for Dentures - Poligrip,review needed
40401,Disinfecting wipes,review needed
40403,Cat Food - Friskies,review needed
40408,Spread,review needed
40409,Bars - see varieties in store,review needed
40411,Organic mature - the United States or Mexico,review needed
40415,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
40334,Ice Cream With Vanilla,review needed
40338,Organic red pepper - from Spain or Mexico,review needed
40339,Chocolate and Hazelnut Spread - President's Choice,review needed
40462,sugar,review needed
40469,Powder preparation for infants with omega - See in store varieties,review needed
40467,Licorice,licorice
40466,Frozen fruit - President's choice - See in-store variety,review needed
40465,Frozen Whipping Pack - Cool Whip,review needed
40464,Biological Hass Lawyer - Mexico,review needed
40463,Frozen breast breast croquettes - premium - Buy 2 and get the third third,review needed
40459,Honey,review needed
40342,Antiperspirant - Axis - Saturday 6th and Sunday July 7th only!,medicine
40458,Honey,review needed
40454,Moisturizes,review needed
40453,Cottage cheese,review needed
40538,Puree of organic apples - the choice of the president,review needed
40539,Frozen Calzones - See Varieties in-store,review needed
40541,Chicken Eggs Free - Gros Caliber,review needed
40472,Peanut Butter - * Bonus 25 Points M,review needed
40476,lawyers,review needed
40477,Salt-free Bouillon - Campbell's - Buy 1 and a V8 vegetable cocktail package (6 x 156 ml) at $ 2.49 to get 100 points M,review needed
40261,Frozen frozen tea,review needed
40479,Frozen thin crust pizza - President's choice - See in-store variety,review needed
40484,Sliced charcuterie - see varieties in store,review needed
40485,Frozen breaded fish bites,review needed
40486,Tomatillos,review needed
40490,Ice Sweets - Drumstick - View Varieties in-store,review needed
40498,Gas Drink - Coke - See Varieties in-store,review needed
40501,Fresh entire chicken cooled in the air,review needed
40516,Pâté - see varieties in store - lower price of the year,review needed
40522,BBQ Craudine Chicken - See Varieties In Store,review needed
40524,Brussels sprouts,review needed
40525,Ripe Hass Lawyers,review needed
40528,Gas Drink - Coke,review needed
40529,360 ° toothbrush,review needed
40542,Lobster,review needed
40603,Black Forest Smoked Ham Without Nitrite Sliced,review needed
40600,Apple pie - market delights,review needed
40568,Hearts of celery - the United States and / or Mexico,review needed
40348,Cheese - Champfleury - * Bonus 40 Points M,review needed
40448,Hygienic buffers - Pearl,review needed
40449,White Eggs - Poule Free - Gros Caliber,review needed
40450,Dip - Philadelphia - See Varieties in store,review needed
40544,Sweetlands - Werther's,review needed
40545,Chocolate bars - M & M's,review needed
40547,cracker,review needed
40550,Sliced charcuterie - see varieties in store,review needed
40554,Peanut Butter - Natural Crunchy - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,review needed
40556,ketchup,review needed
40559,Bars,review needed
40560,Refrigerated frozen tea,review needed
40562,Strawberries - Quebec - Canada # 1 - 300 points optimum,review needed
40571,Coffee in K-Cup buckets - see varieties in store,review needed
40598,Chocolate - Chocolaterie des Trappist Fathers - See Varieties In store,review needed
40574,Muffin mix,review needed
40576,Gas Drink - Diet Coke - 50% off,review needed
40577,Refrigerated Beverage - Oasis Morning - See Varieties In Store,review needed
40581,Coffee drink,review needed
40584,Licorice,licorice
40585,Red Tomatoes of Organic Serre - Quebec,review needed
40586,Refrigerated fruit juice - 100% juice - see varieties in store,review needed
40587,Pale tuna - Ocean's,review needed
40588,Yogurt - 100% Natural,review needed
40589,Acetaminophen - Extra Fort,medicine
40591,Cottage cheese,review needed
40592,Chocolate-hazelnut spread,review needed
40593,Ice Cream With Vanilla,review needed
40596,Sliced charcuterie - see varieties in store,review needed
47780,Air Purifier - FreshMatic,review needed
49331,Iced tea,review needed
582,Acetaminophen - Regular 325 mg,medicine
563,Frozen fried chicken,review needed
564,Ice treats - Parlor - See in store varieties,review needed
576,cracker,review needed
581,Pasta - Rotini Curcuma,review needed
584,paninis,review needed
322,Frozen thin crust pizza - rustico,review needed
588,Meal Set - See Varieties In Store,review needed
593,Licorice,licorice
594,Jelly Taste - Juicy Gels - View Varieties In Store,review needed
595,Cream 5% - Ultra'creme,review needed
605,Frozen Dinner - O 'Sole Mio - See Varieties In Store,review needed
611,Ice Cream With Vanilla,review needed
554,grapes,review needed
552,Moisturizing lotion,review needed
546,Crunchy peanut butter,review needed
544,Nail polish,review needed
541,Antisodorific or deodorant,review needed
539,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
535,Marinade - See Varieties In store,review needed
522,Frozen breaded chicken nuggets - Pub style - Limit of 4 - $ 6.99 per additional item,review needed
521,Jam - Smucker's,jam
520,fresh pasta stuffed,review needed
519,Honey - President's Choice - See Varieties In Store,review needed
516,Pasta,review needed
514,Black Forest Smoked Ham Without Nitrite Sliced,review needed
617,Margarine,review needed
625,Crunchy bars - Special K,review needed
626,Vitamin C - 500 mg,review needed
615,"Liquid Washer, -40 ℃ - Cash of 4 cans - Come back to 1.5 $ unity",review needed
319,Frozen breaded chicken burgers,review needed
65,Spread,review needed
122,Jam - Smucker's - * Bonus 15 Points M,jam
115,Refrigerated dessert,review needed
116,raisin bread,review needed
117,CREAM 10%,review needed
118,Vegetables,review needed
119,Beer in cans - Buy 1 box and Provigo will pay the equivalent of taxes and the setpoint.($ 7.04),review needed
121,"Milk 3.25% - Lactose-free - Buy 1 and get free 1 AGROPUR ALLURE (270 g), worth $ 5.49",review needed
123,Honey,review needed
311,Peanut Butter - Crunchy,review needed
124,Jam - see Varieties in store,jam
126,Licorice,licorice
127,"White eggs, big caliber",review needed
128,Ice Sweets - Drumstick - View Varieties in-store,review needed
130,Frozen thin crust pizza - Giuseppe,review needed
131,frozen vegetables,review needed
310,Peanut Butter - Creamy,review needed
113,Nail Polish - Insta-Dri,review needed
102,Fruit snacks - Fruits,review needed
100,Frozen thin crust pizza,review needed
99,mature,review needed
97,Drink - See Varieties In stock,review needed
96,Peanut Butter - All Natural,review needed
95,Biological Hass Lawyer - Mexico,review needed
94,Preparation for infants A + 2,review needed
93,Rice Crackers - Unnamed,review needed
89,Black grapes without glitches - Peru or Chile,review needed
87,Flavored Water - Wengled PC,review needed
86,"Hygienic paper - Original - Saturday 23 and Sunday, November 24th only!- limit of 4 - $ 5.99 the rest of the week or by article out of bounds",review needed
83,?,review needed
79,Acetaminophen - Arthritic Pain,medicine
108,Kaiser breads,bread
633,Hygienic buffers,review needed
727,Granola Bars,review needed
726,Shower Gel - Men Care,review needed
375,Blush - Cheekers,review needed
353,Beer in cans - * bonus 50 points m,review needed
358,Grated cheese - P'tit Québec - See Varieties in-store,review needed
365,Pale tuna,review needed
366,Frozen Pizza - Giuseppe,review needed
367,Rice - see varieties in store,review needed
372,Toothbrush - Extra Clean,review needed
378,Instant noodles,review needed
724,Yogurt - creamy,review needed
380,"Hygienic paper - VELOUR - Saturday 21 and Sunday, December 22 only!- Limit of 4 - $ 5.99 per additional item",review needed
382,orange,review needed
389,Cornets,review needed
391,Babies Bok Choy,review needed
397,Blueberries - Canada and / or the United States,review needed
401,Creamy and light peanut butter,review needed
352,Ice Cream With Vanilla,review needed
347,mushrooms of Paris,review needed
343,Cereal - crunchy oats,review needed
340,Soft drink,review needed
334,Organic Cereals - Nature's Path,review needed
330,Frozen Pizza - Vintage Pizzeria,review needed
329,Pasta,review needed
327,Ice Cream With Vanilla,review needed
326,Frozen Cake - Deep'n Delicious,review needed
325,"Peanut butter - creamy all natural - 25 miles as a bonus for the purchase of 4. - Friday, May 17th only!",review needed
323,Frozen waffles - EGGO,review needed
408,Cream cheese icing - Philadelphia,review needed
415,Skim milk - lactose-free,review needed
416,Cookies - Normandy,cookies
419,couscous,review needed
502,Acetaminophen - Regular 325 mg,medicine
405,Toilet paper,review needed
673,Shower gel,review needed
723,Baby Baby Toiletries - See Varieties In Store,review needed
722,frozen fruit,review needed
717,Crunchy natural peanut butter,review needed
714,Frozen Field - Drumstick - View Varieties in-store,review needed
712,tortillas,review needed
711,Frozen Whipped Flooring - Cool Whip - Best Prices year,review needed
704,Vegetable Broth - Campbell's - * Bonus 20 Points M for Buying 2,review needed
697,Bagels,review needed
691,Cookies - Bear paws,cookies
